UserID,NewsID,quality
U10034,N53585,0
U10034,N51048,0
U10038,N56214,0
U10039,N41757,0
U10039,N58363,0
U10039,N35738,0
U10039,N12493,0
U10039,N10845,0
U10039,N45523,0
U1004,N24109,1
U1004,N3841,0
U10040,N41285,0
U10042,N40839,0
U10042,N39317,0
U10042,N22880,0
U10043,N59252,0
U10043,N23508,0
U10043,N17228,1
U10043,N26537,1
U10043,N57359,0
U10044,N55689,1
U10044,N52622,0
U10044,N62128,0
U10045,N24180,0
U10045,N43502,0
U10045,N3821,0
U10045,N21420,0
U10045,N23002,0
U10046,N53318,0
U10046,N43460,0
U10047,N7128,0
U10047,N13785,0
U10048,N18884,0
U10048,N49685,0
U10049,N59685,0
U10049,N26262,0
U10049,N20746,0
U10050,N49279,0
U10050,N27581,0
U10050,N53350,0
U10050,N37712,0
U10050,N59617,0
U10051,N26262,0
U10052,N30473,0
U10052,N26319,0
U10052,N9457,1
U10052,N59852,0
U10052,N1034,1
U10052,N43869,0
U10052,N56051,0
U10052,N20678,0
U10052,N59673,0
U10053,N14592,0
U10055,N59673,0
U10056,N16118,0
U10056,N61233,0
U10058,N59390,0
U10058,N55204,0
U10058,N57957,0
U10059,N55689,0
U10059,N45554,0
U10059,N39010,0
U10059,N23446,0
U1006,N65036,0
U1006,N17355,0
U1006,N57625,0
U10060,N63970,0
U10061,N6890,0
U10061,N9720,0
U10062,N43001,0
U10062,N15093,1
U10062,N48958,0
U10062,N1034,0
U10062,N48657,0
U10062,N49279,0
U10062,N44651,0
U10062,N16804,0
U10062,N53585,0
U10062,N2,0
U10062,N46526,0
U10062,N16920,0
U10062,N54489,0
U10062,N50675,1
U10062,N62360,0
U10062,N49180,0
U10062,N12731,1
U10062,N42977,0
U10062,N55132,0
U10062,N7419,0
U10062,N39317,0
U10062,N53848,1
U10062,N39010,1
U10062,N51048,1
U10062,N26025,0
U10063,N6926,0
U10063,N44397,0
U10064,N42354,1
U10064,N18613,0
U10064,N59390,0
U10064,N23254,0
U10064,N43432,0
U10064,N63970,0
U10064,N57723,1
U10064,N52122,0
U10064,N8373,0
U10065,N9349,0
U10065,N37497,1
U10065,N36659,0
U10066,N13087,0
U10066,N16844,0
U10070,N44399,0
U10070,N21519,0
U10070,N29128,0
U10070,N37394,0
U10070,N7128,0
U10070,N25073,0
U10070,N61233,0
U10070,N62318,0
U10070,N14285,0
U10070,N30290,0
U10070,N5981,0
U10070,N48707,0
U10070,N61811,0
U10071,N5442,0
U10071,N6099,0
U10071,N26376,0
U10072,N41020,0
U10072,N33619,0
U10072,N20678,0
U10072,N31050,0
U10072,N35047,1
U10072,N39187,0
U10072,N37204,0
U10072,N6477,0
U10072,N61233,0
U10075,N42670,0
U10076,N48019,0
U10076,N9135,0
U10076,N33828,0
U10076,N42515,0
U10077,N12029,0
U10077,N56214,0
U10078,N41881,0
U10078,N55689,0
U10078,N63970,0
U10079,N23446,1
U10079,N50872,0
U10082,N6975,0
U10083,N26673,0
U10083,N26909,1
U10083,N29369,0
U10085,N59390,0
U10085,N26262,0
U10085,N23414,0
U10085,N53054,0
U10085,N17355,0
U10085,N39978,0
U10085,N53585,0
U10085,N23081,0
U10086,N12029,0
U10087,N19242,0
U10087,N17059,0
U10087,N64138,0
U10087,N28213,0
U10091,N41020,0
U10091,N23446,0
U10092,N64787,0
U10092,N52622,0
U10092,N33885,0
U10096,N1034,0
U10096,N25138,0
U10096,N43502,0
U10096,N154,1
U10096,N53054,0
U10096,N54489,0
U10096,N53585,0
U10096,N2952,0
U10096,N54125,1
U10096,N40565,1
U10096,N6975,0
U10096,N42977,0
U10096,N13907,1
U10096,N21128,0
U10096,N38779,0
U10096,N36226,1
U10096,N4156,0
U10096,N24109,0
U10096,N29212,0
U10096,N42698,1
U10096,N3865,1
U10096,N58345,1
U10096,N47572,1
U10096,N64543,0
U10098,N56193,0
U10098,N33981,0
U10098,N38783,0
U10098,N2823,0
U10098,N61359,0
U10098,N26130,0
U10098,N62360,0
U10098,N40839,1
U10098,N22339,0
U10098,N32182,0
U10098,N57723,0
U10098,N59673,0
U10098,N287,1
U10098,N59298,0
U10098,N38779,1
U10098,N24014,0
U10099,N33632,1
U10099,N42597,0
U10099,N19904,0
U10099,N12424,0
U10099,N62360,0
U10099,N14592,0
U10099,N47061,0
U10099,N23877,0
U10100,N49685,0
U10101,N35273,0
U10101,N17342,0
U10101,N21701,0
U10101,N51570,0
U10102,N60613,0
U10102,N64513,0
U10102,N36638,0
U10103,N54482,0
U10103,N33964,0
U10103,N55936,0
U10103,N47433,0
U10103,N58410,0
U10103,N52585,0
U10103,N9139,0
U10103,N58410,0
U10103,N47229,0
U10103,N33964,0
U10103,N43502,1
U10103,N58056,0
U10103,N4985,1
U10103,N63970,0
U10103,N43519,0
U10103,N57344,0
U10103,N57634,0
U10103,N27192,0
U10103,N16096,1
U10103,N55606,0
U10103,N58155,0
U10103,N12020,0
U10103,N13011,0
U10103,N33212,0
U10103,N9349,0
U10103,N25949,0
U10103,N7121,0
U10103,N19444,0
U10103,N4754,0
U10103,N36660,0
U10103,N60199,0
U10103,N15719,0
U10103,N50415,0
U10103,N8509,0
U10103,N11940,0
U10103,N14436,0
U10103,N28767,0
U10103,N29133,0
U10103,N30071,1
U10103,N38779,0
U10103,N23446,0
U10103,N45509,0
U10103,N11817,0
U10103,N34869,0
U10103,N8260,0
U10103,N38215,0
U10103,N53615,0
U10103,N6816,0
U10103,N38869,1
U10103,N19661,0
U10103,N6837,0
U10103,N34185,0
U10103,N26106,0
U10103,N24109,0
U10103,N4481,1
U10103,N4481,0
U10104,N7821,0
U10104,N11793,1
U10104,N56493,1
U10104,N47412,0
U10104,N32890,0
U10104,N28414,1
U10104,N58155,0
U10104,N2999,0
U10104,N49252,0
U10104,N39537,0
U10104,N48832,0
U10104,N13907,0
U10104,N64258,0
U10104,N25881,0
U10104,N8084,0
U10104,N22417,0
U10104,N33501,0
U10104,N28987,1
U10104,N8084,0
U10104,N64543,1
U10104,N42698,1
U10104,N55488,1
U10104,N4156,1
U10104,N36226,0
U10105,N55689,0
U10105,N63550,0
U10105,N23446,0
U10105,N40109,0
U10105,N44453,0
U10105,N14436,0
U10107,N56193,0
U10108,N53585,0
U10109,N33964,0
U1011,N39317,0
U10110,N51346,0
U10110,N19542,0
U10110,N13930,0
U10110,N55689,0
U10110,N23414,0
U10111,N11675,0
U10112,N54666,0
U10112,N33677,0
U10113,N32544,0
U10113,N40839,0
U10118,N62070,0
U10120,N41881,0
U10120,N4854,0
U10120,N12579,0
U10120,N2288,0
U10120,N35671,0
U10120,N49685,1
U10120,N25471,0
U10120,N26130,0
U10121,N64734,0
U10122,N63970,0
U10123,N26319,0
U10123,N48759,0
U10123,N18708,1
U10123,N6342,0
U10123,N7419,0
U10123,N16096,0
U10123,N14592,0
U10123,N30212,1
U10123,N12813,0
U10123,N22417,0
U10123,N6837,0
U10123,N18476,0
U10129,N3123,0
U10129,N12029,0
U10129,N4642,0
U10129,N16148,0
U1013,N13922,0
U1013,N18708,0
U10130,N52867,0
U10132,N39317,0
U10132,N51048,0
U10132,N25165,1
U10132,N56211,0
U10133,N55582,0
U10133,N30295,0
U10133,N42028,0
U10133,N732,0
U10133,N5442,0
U10133,N61407,0
U10133,N24176,0
U10133,N59673,0
U10133,N61032,1
U10133,N287,0
U10133,N4754,0
U10133,N28523,0
U10133,N13930,0
U10133,N61027,0
U10133,N41122,0
U10134,N49685,0
U10134,N55689,0
U10134,N61214,0
U10135,N13933,0
U10135,N15194,0
U10135,N1080,0
U10135,N62762,0
U10135,N49279,0
U10135,N13369,0
U10135,N45509,0
U10135,N19444,0
U10137,N61595,0
U10138,N41881,0
U10138,N47061,0
U10138,N42977,0
U10140,N61950,0
U10141,N13930,0
U10142,N46526,0
U10142,N33885,0
U10142,N42515,0
U10144,N46917,0
U10145,N49685,0
U10145,N53585,0
U10145,N45270,0
U10145,N62360,1
U10145,N50675,0
U10145,N58363,0
U10145,N287,0
U10146,N21119,0
U10146,N1531,0
U10147,N35729,0
U10147,N59673,0
U10149,N55689,1
U10149,N52622,0
U10149,N53585,0
U10149,N23414,1
U10149,N37230,0
U10149,N4642,0
U1015,N3663,0
U1015,N57327,0
U1015,N20495,0
U1015,N58814,1
U1015,N38697,0
U10151,N27638,0
U10151,N4642,0
U10151,N19776,0
U10151,N45983,1
U10151,N51006,0
U10151,N19444,0
U10152,N23877,0
U10153,N49685,0
U10153,N40839,0
U10153,N39317,0
U10153,N287,0
U10153,N42457,0
U10155,N60750,0
U10157,N56193,0
U10157,N7840,0
U10159,N14029,0
U1016,N14408,0
U1016,N22029,0
U1016,N20527,0
U1016,N17070,1
U1016,N60300,0
U10160,N35729,0
U10160,N32791,0
U10160,N58054,0
U10160,N62360,0
U10160,N26376,0
U10160,N45266,1
U10160,N45266,0
U10160,N10960,0
U10160,N6477,0
U10161,N39317,0
U10161,N33885,0
U10163,N38201,0
U10163,N61623,0
U10163,N47412,0
U10163,N52122,0
U10163,N32641,0
U10163,N34915,0
U10164,N10754,0
U10164,N33985,0
U10165,N14029,0
U10165,N41165,0
U10165,N47020,0
U10166,N14184,1
U10166,N62360,0
U10166,N42977,0
U10166,N38779,0
U10166,N36226,0
U10167,N7809,0
U10167,N261,0
U10167,N24459,0
U10167,N38215,0
U10167,N29212,0
U10167,N34185,0
U10168,N9473,0
U10168,N56193,1
U10168,N55689,0
U10168,N43502,0
U10168,N52622,0
U10168,N45456,0
U10168,N42977,0
U10169,N56211,0
U1017,N23784,0
U1017,N48017,0
U10170,N63970,0
U10170,N6953,0
U10174,N48017,0
U10174,N11204,1
U10174,N16844,0
U10174,N49712,0
U10174,N61787,0
U10176,N23025,0
U10178,N27961,1
U10178,N34451,0
U10179,N59673,0
U10179,N25064,0
U1018,N35729,0
U1018,N31273,0
U1018,N49685,1
U1018,N13930,0
U1018,N33619,0
U10181,N55689,1
U10181,N33848,0
U10181,N32923,0
U10181,N62360,0
U10181,N10123,0
U10181,N287,0
U10181,N50415,0
U10181,N55723,0
U10181,N43628,0
U10181,N45523,0
U10181,N44698,0
U10181,N34869,0
U10181,N6477,1
U10181,N64543,0
U10181,N46736,0
U10181,N52662,0
U10182,N25471,0
U10182,N24686,0
U10182,N63550,0
U10182,N3123,1
U10182,N54666,1
U10182,N15855,0
U10182,N22457,0
U10182,N6066,0
U10182,N49180,0
U10182,N10812,0
U10182,N23446,0
U10182,N54752,0
U10183,N55714,0
U10184,N33619,0
U10184,N19661,0
U10185,N65185,0
U10185,N49279,0
U10185,N64513,0
U10185,N55689,0
U10185,N7319,0
U10185,N63970,0
U10185,N40839,0
U10185,N56214,0
U10185,N45523,0
U10185,N1539,0
U10185,N61233,0
U10187,N63958,0
U10187,N11940,0
U10187,N59841,0
U10187,N48707,0
U10187,N64459,0
U10187,N9621,0
U10187,N58617,0
U10188,N39115,1
U10188,N33872,0
U10188,N25225,0
U10188,N5497,0
U10188,N49685,0
U10188,N38869,1
U10188,N61296,1
U10188,N47612,1
U10188,N38869,0
U10189,N287,0
U10189,N13907,0
U10189,N51570,1
U10189,N36251,0
U1019,N14592,0
U1019,N38442,0
U1019,N29212,0
U1019,N4404,0
U1019,N62318,0
U10191,N62070,0
U10191,N41569,0
U10191,N27143,0
U10191,N23575,0
U10191,N59390,0
U10191,N58363,0
U10191,N42457,0
U10194,N44679,0
U10195,N62729,1
U10195,N51346,0
U10195,N26376,0
U10195,N43083,0
U10196,N53585,0
U10196,N57957,0
U10198,N58363,0
U10199,N33619,0
U10199,N287,0
U10199,N19444,0
U10199,N53470,0
U10201,N55689,0
U10201,N55204,0
U10201,N51797,0
U10201,N41992,0
U10201,N61787,0
U10201,N8015,0
U10201,N40905,1
U10201,N15807,0
U10202,N35729,1
U10202,N45616,0
U10202,N38560,0
U10202,N26902,0
U10202,N31947,0
U10204,N58271,0
U10204,N6926,1
U10204,N40468,1
U10204,N65167,0
U10204,N46607,0
U10205,N59143,0
U10205,N33630,0
U10205,N24272,0
U10205,N41220,0
U10205,N28862,1
U10205,N57527,1
U10205,N8061,0
U10205,N59550,0
U10205,N31978,0
U10207,N33619,0
U10209,N50675,1
U10209,N14184,1
U10209,N47578,0
U10209,N23877,0
U10209,N47098,0
U10209,N45523,0
U10209,N35815,0
U10209,N6578,0
U1021,N11551,0
U10210,N13801,0
U10210,N19661,0
U10213,N18870,0
U10213,N154,0
U10213,N45375,0
U10213,N29001,1
U10213,N7809,0
U10214,N33619,0
U10214,N37994,0
U10215,N7927,0
U10216,N3123,0
U10216,N46607,0
U10216,N55050,0
U10216,N47717,0
U10217,N20394,0
U10218,N63583,1
U10218,N8913,0
U10218,N3344,0
U10218,N8114,1
U10218,N23556,1
U10218,N61828,0
U10218,N47572,0
U1022,N49279,1
U1022,N49685,0
U1022,N58363,0
U10220,N10812,0
U10220,N62128,0
U10220,N8509,0
U10220,N23446,0
U10226,N48759,0
U10226,N55689,0
U10226,N20576,0
U10229,N61006,0
U10229,N53585,0
U10229,N3663,0
U10229,N6056,0
U10229,N38442,0
U10230,N63970,0
U10230,N16096,0
U10230,N17059,0
U10231,N37905,0
U10232,N54411,0
U10232,N59981,0
U10232,N58490,0
U10232,N54062,0
U10233,N52433,0
U10233,N57962,1
U10233,N26706,0
U10233,N55689,1
U10233,N52622,1
U10233,N52622,0
U10233,N50791,1
U10233,N35738,0
U10233,N35729,0
U10233,N63970,0
U10233,N42634,0
U10233,N40839,1
U10233,N7821,0
U10233,N17586,0
U10233,N2823,0
U10233,N25088,1
U10233,N7121,0
U10233,N37170,0
U10233,N35170,1
U10233,N39010,0
U10233,N14592,0
U10233,N56214,0
U10233,N42457,0
U10233,N45509,0
U10233,N9621,0
U10233,N10960,1
U10233,N10960,0
U10233,N23446,0
U10233,N34185,1
U10233,N41387,0
U10233,N56211,0
U10233,N45523,0
U10233,N52867,0
U10233,N36931,0
U10234,N1019,0
U10234,N23446,0
U10234,N6477,0
U10235,N12523,0
U10235,N30108,0
U10235,N47020,0
U10235,N17087,0
U10235,N8061,0
U10235,N3339,0
U10235,N40171,1
U10235,N21342,0
U10235,N4273,1
U10235,N5135,0
U10237,N40839,0
U10237,N3285,0
U10237,N51048,0
U10237,N6651,0
U10237,N48416,0
U10239,N56396,0
U10239,N54228,0
U10239,N48621,0
U10239,N59390,0
U10239,N28047,0
U10239,N63970,0
U10239,N33885,0
U10239,N20178,0
U10240,N45616,0
U10240,N24176,0
U10240,N154,0
U10240,N26673,1
U10240,N54489,0
U10240,N36659,0
U10240,N19592,0
U10240,N26262,0
U10241,N54274,0
U10241,N59252,0
U10241,N43309,1
U10241,N18870,0
U10241,N16809,0
U10241,N53585,0
U10241,N8400,0
U10243,N49712,0
U10244,N5442,0
U10245,N50415,0
U10245,N61404,0
U10248,N18378,0
U10248,N54300,0
U10248,N55582,0
U10248,N53017,0
U10248,N10960,0
U10251,N23429,0
U10251,N13730,0
U10251,N33619,0
U10252,N53585,0
U10252,N36789,0
U10253,N13907,0
U10253,N46589,0
U10256,N32144,0
U10256,N62360,0
U10256,N63970,0
U10256,N3344,0
U10256,N13382,0
U10257,N37190,0
U10257,N55867,0
U10257,N28862,0
U10257,N41380,0
U10257,N63970,0
U10257,N41258,1
U10257,N62128,0
U10257,N9349,0
U10257,N62920,0
U10257,N3497,0
U10257,N64174,0
U10259,N55689,0
U10259,N33361,0
U10261,N48533,0
U10262,N33755,0
U10262,N15279,0
U10265,N47817,0
U10265,N7618,0
U10265,N30454,0
U10265,N36226,0
U10267,N41881,0
U10269,N41881,0
U10269,N18870,0
U1027,N63970,0
U1027,N48017,0
U1027,N29212,0
U1027,N9135,0
U10272,N30836,0
U10272,N54911,0
U10276,N6658,0
U10276,N39115,0
U10276,N11551,0
U10279,N44746,0
U10279,N31147,0
U1028,N36752,0
U1028,N18708,1
U1028,N41569,0
U1028,N4663,0
U1028,N36545,0
U1028,N56051,0
U1028,N15224,0
U1028,N56193,0
U1028,N17340,0
U1028,N28047,0
U1028,N46258,0
U1028,N23414,0
U1028,N50173,0
U1028,N18887,0
U1028,N42977,0
U1028,N33885,1
U1028,N17059,0
U1028,N60932,0
U1028,N7121,1
U1028,N37905,0
U1028,N20495,1
U1028,N51048,1
U1028,N39010,0
U1028,N4642,0
U1028,N14029,0
U1028,N37620,0
U1028,N42457,0
U1028,N16439,0
U1028,N61811,0
U1028,N47652,0
U1028,N9284,1
U1028,N45523,0
U10280,N61768,0
U10280,N61022,1
U10280,N48657,0
U10280,N3930,0
U10280,N39471,0
U10280,N51330,0
U10280,N209,0
U10280,N34848,0
U10280,N39758,0
U10280,N61145,0
U10280,N49279,0
U10280,N44341,0
U10280,N14520,0
U10280,N53585,1
U10280,N30998,0
U10280,N16096,0
U10280,N6975,0
U10280,N22339,0
U10280,N6056,1
U10280,N30518,0
U10280,N12493,0
U10280,N36659,0
U10280,N59272,0
U10280,N38159,0
U10280,N35170,0
U10280,N59673,0
U10280,N26227,0
U10280,N20915,0
U10280,N61571,0
U10280,N42143,0
U10280,N48920,0
U10281,N31183,0
U10281,N29212,0
U10281,N32641,0
U10281,N1539,0
U10283,N35047,0
U10284,N43665,0
U10285,N25546,0
U10285,N26721,0
U10285,N38369,0
U10285,N10350,0
U10285,N59801,0
U10285,N60105,0
U10285,N5340,1
U10285,N25791,0
U10286,N13520,0
U10286,N23414,0
U10289,N32387,0
U10289,N31448,0
U10289,N47061,0
U10292,N62128,0
U10294,N55714,0
U10294,N49685,0
U10294,N43502,0
U10294,N57535,0
U10294,N16533,0
U10294,N61023,0
U10294,N14436,0
U10294,N23749,0
U10294,N8015,0
U10294,N11817,0
U10295,N5442,0
U10295,N53017,0
U10295,N52122,0
U10295,N57754,1
U10295,N42634,0
U10295,N50872,0
U10295,N56211,0
U10296,N38311,0
U10296,N35393,0
U10296,N23446,0
U10297,N52694,0
U10297,N349,0
U10297,N8015,0
U10297,N25040,0
U10299,N16833,0
U10299,N9092,1
U10299,N55645,0
U10299,N63261,0
U10299,N3232,1
U10299,N64916,0
U10299,N17262,0
U10299,N48759,0
U10299,N49685,0
U10299,N56214,0
U103,N48077,0
U103,N4021,0
U1030,N44988,0
U1030,N63538,0
U1030,N33619,1
U1030,N25219,1
U1030,N50675,0
U1030,N43519,0
U1030,N33212,0
U1030,N13827,0
U1030,N41020,0
U1030,N11817,0
U1030,N52122,0
U1030,N10413,0
U1030,N47114,0
U1030,N32890,0
U1030,N57426,0
U1030,N32571,0
U1030,N17342,0
U1030,N19592,1
U1030,N24509,0
U1030,N54527,1
U1030,N4428,0
U1030,N22880,0
U1030,N45742,0
U1030,N5409,1
U1030,N28224,0
U1030,N62894,0
U1030,N6617,0
U1030,N47098,0
U1030,N6477,0
U1030,N38779,0
U1030,N22353,0
U1030,N38797,0
U1030,N41387,0
U1030,N19661,0
U10300,N61768,0
U10300,N56214,0
U10303,N3128,0
U10303,N14170,0
U10303,N39683,0
U10304,N36789,0
U10304,N23429,0
U10304,N42977,0
U10305,N8084,0
U10305,N287,0
U10305,N3123,0
U10305,N45523,0
U10305,N1539,0
U10306,N57459,0
U10306,N44991,0
U10306,N33619,0
U10306,N24207,0
U10306,N63154,0
U10306,N14184,0
U10306,N4985,0
U10306,N31978,0
U10306,N59272,0
U10306,N41258,0
U10306,N42977,0
U10306,N60992,0
U10306,N37437,0
U10306,N60550,0
U10306,N14029,0
U10306,N4642,0
U10306,N5652,0
U10306,N46821,1
U10306,N38779,1
U10306,N23877,0
U10306,N23446,1
U10306,N45523,0
U10306,N45509,1
U10306,N13981,0
U10307,N36660,0
U10307,N29468,0
U10309,N209,0
U10309,N16804,0
U10309,N14029,0
U10309,N37437,0
U1031,N55689,1
U1031,N11534,0
U1031,N53585,0
U1031,N33619,0
U1031,N21420,0
U1031,N49704,0
U1031,N35282,0
U1031,N47098,0
U10311,N58114,0
U10311,N64305,0
U10313,N45270,1
U10313,N9271,0
U10313,N62360,1
U10313,N52122,1
U10313,N27601,1
U10313,N12731,1
U10313,N20495,0
U10313,N52723,1
U10313,N63106,0
U10313,N23162,0
U10313,N45509,0
U10313,N37204,0
U10315,N35729,0
U10315,N14338,0
U10315,N37781,0
U10316,N36789,0
U10316,N24207,0
U10316,N60105,0
U10317,N42922,0
U10317,N37781,0
U10317,N21342,0
U10318,N41881,0
U10318,N21707,0
U10318,N36226,0
U10318,N16844,0
U1032,N3476,0
U1032,N25543,0
U10320,N35729,0
U10321,N3925,0
U10321,N10272,0
U10321,N2878,0
U10321,N26416,0
U10321,N62386,0
U10324,N28072,0
U10324,N14478,0
U10324,N42515,0
U10324,N22975,0
U10324,N53346,0
U10327,N41881,0
U1033,N63538,1
U1033,N6056,0
U1033,N21420,0
U1033,N27737,0
U10330,N55689,0
U10330,N7821,0
U10330,N56214,0
U10332,N61768,0
U10332,N38159,0
U10332,N38779,0
U10333,N18870,0
U10333,N35729,0
U10333,N23547,0
U10333,N24111,0
U10333,N58363,0
U10333,N41020,0
U10333,N61404,1
U10333,N17586,0
U10333,N25088,0
U10334,N38779,0
U10335,N29128,0
U10335,N55204,0
U10335,N54489,0
U10335,N29468,0
U10336,N49279,0
U10336,N4936,0
U10336,N55689,0
U10337,N19491,0
U10338,N35729,0
U10338,N41020,0
U10338,N14184,0
U10338,N24176,0
U10338,N45016,0
U10338,N30518,0
U10338,N21420,0
U10338,N287,0
U10338,N59673,0
U10338,N53470,0
U10338,N22417,0
U10338,N36003,0
U10338,N38215,0
U10338,N24109,0
U10338,N55943,0
U10339,N49685,0
U10339,N57809,0
U10339,N16920,0
U10341,N35729,0
U10342,N52424,0
U10346,N35937,1
U10346,N55689,0
U10346,N60992,0
U10347,N39787,0
U10348,N33828,0
U10350,N57402,0
U10350,N63550,0
U10350,N26331,1
U10350,N35729,0
U10350,N57957,0
U10350,N20486,1
U10350,N46751,0
U10350,N32923,0
U10350,N21611,0
U10350,N3541,0
U10350,N63154,0
U10350,N41020,0
U10350,N62360,0
U10350,N49180,0
U10350,N47578,1
U10350,N33619,1
U10350,N50675,1
U10350,N21741,0
U10351,N36221,0
U10351,N14029,0
U10352,N47061,0
U10352,N23446,0
U10353,N62729,0
U10353,N49685,0
U10354,N31978,0
U10355,N42457,0
U10358,N27581,0
U10358,N56193,0
U1036,N33619,0
U10361,N62093,1
U10361,N41842,0
U10361,N3392,0
U10361,N33632,0
U10361,N46029,0
U10361,N8191,1
U10361,N4569,0
U10361,N33831,0
U10361,N52471,0
U10363,N55582,0
U10364,N49279,0
U10364,N32854,0
U10365,N32182,0
U10366,N11551,0
U10366,N55913,0
U10369,N35729,0
U10369,N16804,0
U10369,N32387,0
U10370,N33619,0
U10372,N45523,0
U10372,N38779,0
U10374,N54489,0
U10374,N41020,0
U10374,N60992,0
U10374,N14478,0
U10375,N27581,0
U10375,N58363,0
U10376,N39471,0
U10376,N35729,1
U10376,N51764,1
U10376,N26539,1
U10376,N40300,1
U10376,N50223,0
U10376,N28568,0
U10376,N55689,0
U10377,N18267,0
U10377,N51970,0
U10378,N49685,0
U10378,N33981,0
U10379,N33885,0
U10379,N28523,0
U10379,N61233,0
U1038,N41020,0
U1038,N52122,1
U1038,N28495,0
U1038,N6471,0
U10384,N13930,0
U10384,N32691,0
U10386,N45734,1
U10386,N6578,1
U10386,N12330,1
U10386,N51489,0
U10388,N57097,1
U10388,N42346,0
U10388,N15224,0
U10388,N48578,0
U10388,N56214,0
U10389,N50675,0
U10389,N52723,0
U10389,N6542,0
U1039,N55689,0
U10390,N17059,0
U10390,N13579,0
U10391,N840,0
U10391,N1914,0
U10391,N33848,0
U10392,N39115,0
U10392,N45211,0
U10392,N65185,0
U10392,N49685,0
U10392,N38783,0
U10392,N35729,0
U10392,N55689,1
U10392,N35937,0
U10392,N53585,0
U10392,N42977,0
U10392,N12029,0
U10392,N62128,0
U10392,N36624,0
U10392,N53470,0
U10392,N19592,0
U10392,N51048,0
U10392,N36660,0
U10392,N20746,0
U10392,N42457,0
U10392,N61760,0
U10392,N45509,0
U10392,N50484,0
U10393,N61022,1
U10393,N44966,0
U10393,N4633,1
U10393,N27079,0
U10393,N29003,0
U10393,N55689,0
U10393,N64174,1
U10393,N42365,1
U10393,N25605,0
U10396,N39115,0
U10396,N20824,1
U10396,N53245,0
U10396,N33619,0
U10396,N42977,1
U10396,N20915,1
U10396,N55563,1
U10396,N39010,0
U10396,N64174,0
U10396,N20526,1
U10396,N47572,0
U10396,N18978,0
U10396,N4820,0
U10396,N32641,0
U10396,N12682,0
U104,N17786,0
U10400,N45270,0
U10401,N5442,0
U10401,N18870,0
U10401,N59436,0
U10401,N50872,0
U10402,N3449,0
U10404,N9473,0
U10404,N31488,0
U10404,N32182,0
U10404,N25791,0
U10404,N52752,1
U10404,N35767,0
U10404,N28523,1
U10404,N47020,1
U10404,N32641,0
U10406,N14440,0
U10406,N45660,0
U10406,N65118,0
U10406,N19444,0
U10406,N48107,0
U10407,N48759,0
U10407,N50415,0
U10407,N29212,0
U10408,N52122,0
U10408,N6477,0
U10408,N16439,0
U1041,N41881,0
U1041,N56493,0
U1041,N44422,0
U10410,N7319,0
U10410,N8084,0
U10413,N8015,0
U10414,N25444,0
U10414,N13907,0
U10415,N63970,0
U10416,N35729,0
U10416,N61408,0
U10416,N15719,0
U10418,N40839,0
U10418,N49180,0
U10419,N36689,0
U1042,N53084,0
U1042,N35815,0
U10420,N32544,0
U10422,N56061,1
U10422,N33632,0
U10422,N26331,0
U10422,N44818,0
U10422,N61404,0
U10422,N6929,0
U10424,N33533,0
U10424,N4633,0
U10424,N18708,0
U10424,N60858,0
U10424,N17087,0
U10424,N28983,0
U10426,N46992,0
U10426,N35958,0
U10426,N4642,0
U10427,N49279,0
U10427,N53017,0
U10427,N47061,0
